Id,YearBuilt,YearRemodAdd,YrSold,Time_Grg,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SalePrice,LotShape,LandSlope,HouseStyle,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,HeatingQC,KitchenQual,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,CentralAir,Functional,PavedDrive,SaleType,SaleCondition,Alley,BsmtFinType1,BsmtFinType2,GarageType,GarageFinish,MiscFeature,MasVnrType,Electrical,MSSubClass
50,1966,1966,2007,41,66.0,7742,0.0,763,0,192,955,955,0,0,955,1,0,1,0,3,1,6,0,1,386,0,0,0,0,0,0,0,1,127000,Reg,Gtl,1Story,5,7,TA,TA,TA,TA,No,Ex,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,Unf,NA,None,SBrkr,20
51,1997,1997,2007,10,68.6,13869,0.0,182,0,612,794,794,676,0,1470,0,1,2,0,3,1,6,0,2,388,0,75,0,0,0,0,0,7,177000,IR2,Gtl,2Story,6,6,TA,TA,Gd,TA,Av,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,60
52,1934,1950,2006,21,52.0,6240,0.0,0,0,816,816,816,0,360,1176,0,0,1,0,3,1,6,1,2,528,112,0,0,0,0,0,400,9,114500,Reg,Gtl,1.5Fin,6,6,TA,TA,TA,TA,No,TA,TA,Gd,TA,TA,NA,MnPrv,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,Shed,None,SBrkr,50
53,1963,1963,2010,47,110.0,8472,0.0,104,712,0,816,816,0,0,816,1,0,1,0,2,1,5,0,2,516,106,0,0,0,0,0,0,5,110000,IR2,Mod,1Story,5,5,Fa,TA,Gd,TA,Gd,TA,TA,NA,TA,TA,NA,NA,RM,Grvl,Bnk,AllPub,Corner,IDOTRR,RRNn,Norm,Duplex,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,N,Typ,Y,WD,Normal,NA,LwQ,GLQ,CarPort,Unf,NA,None,SBrkr,90
54,1981,1987,2006,25,68.0,50271,0.0,1810,0,32,1842,1842,0,0,1842,2,0,0,1,0,1,5,1,3,894,857,72,0,0,0,0,0,11,385000,IR1,Gtl,1Story,9,5,Gd,TA,Ex,TA,Gd,Gd,Gd,Gd,TA,TA,NA,NA,RL,Pave,Low,AllPub,Inside,Veenker,Norm,Norm,1Fam,Gable,WdShngl,WdShing,Wd Shng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,None,SBrkr,20
55,1955,1955,2007,45,60.0,7134,0.0,384,0,0,384,1360,0,0,1360,0,0,1,0,3,1,6,1,2,572,0,50,0,0,0,0,0,2,130000,Reg,Mod,SLvl,5,5,TA,TA,TA,TA,No,TA,TA,TA,TA,TA,NA,MnPrv,RL,Pave,Bnk,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Min1,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,80
56,1964,1964,2008,44,100.0,10175,272.0,490,0,935,1425,1425,0,0,1425,0,0,2,0,3,1,7,1,2,576,0,0,0,407,0,0,0,7,180500,IR1,Gtl,1Story,6,5,TA,TA,TA,TA,No,Gd,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
57,1999,2000,2009,10,24.0,2645,456.0,649,0,321,970,983,756,0,1739,1,0,2,1,3,1,7,0,2,480,115,0,0,0,0,0,0,8,172500,Reg,Gtl,2Story,8,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,Twnhs,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,Y,Typ,Y,WD,Abnorml,Pave,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,160
58,2004,2004,2006,2,89.0,11645,0.0,0,0,860,860,860,860,0,1720,0,0,2,1,3,1,7,0,2,565,0,70,0,0,0,0,0,8,196500,IR1,Gtl,2Story,7,5,Gd,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,RFn,NA,None,SBrkr,60
59,2006,2006,2006,0,66.0,13682,1031.0,0,0,1410,1410,1426,1519,0,2945,0,0,3,1,3,1,10,1,3,641,192,0,37,0,0,0,0,10,438780,IR2,Gtl,2Story,10,5,Ex,TA,Ex,TA,Gd,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,HLS,AllPub,CulDSac,StoneBr,Norm,Norm,1Fam,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,Unf,Unf,BuiltIn,Fin,NA,BrkFace,SBrkr,60
60,1972,1972,2008,35,60.0,7200,0.0,632,0,148,780,780,0,0,780,0,0,1,0,2,1,4,0,1,352,196,0,0,0,0,0,0,1,124900,Reg,Gtl,1Story,5,7,TA,TA,TA,TA,Av,Ex,TA,NA,TA,TA,NA,MnPrv,RL,Pave,Bnk,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,20
61,2004,2004,2006,0,63.0,13072,0.0,941,0,217,1158,1158,0,0,1158,1,0,1,1,3,1,5,0,2,576,0,50,0,0,0,0,0,5,158000,Reg,Gtl,1Story,6,5,TA,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,SawyerW,RRAe,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,20
62,1920,1996,2007,72,60.0,7200,0.0,0,0,530,530,581,530,0,1111,0,0,1,0,3,1,6,0,1,288,0,0,144,0,0,0,0,3,101000,Reg,Gtl,2.5Unf,5,7,TA,TA,TA,Fa,No,TA,Fa,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,N,Typ,N,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,75
63,2006,2006,2007,1,44.0,6442,178.0,24,0,1346,1370,1370,0,0,1370,0,0,2,0,2,1,6,1,2,484,120,49,0,0,0,0,0,10,202500,IR1,Gtl,1Story,8,5,Gd,TA,Gd,Gd,Mn,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,Stone,SBrkr,120
64,1921,1950,2010,20,50.0,10300,0.0,0,0,576,576,902,808,0,1710,0,0,2,0,3,1,9,0,2,480,12,11,64,0,0,0,0,4,140000,IR1,Gtl,2Story,7,6,TA,TA,TA,TA,No,Gd,TA,NA,TA,TA,NA,GdPrv,RM,Pave,Bnk,AllPub,Inside,OldTown,RRAn,Feedr,1Fam,Gable,CompShg,Stucco,Stucco,BrkTil,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,70
65,1997,1998,2009,11,76.4,9375,573.0,739,0,318,1057,1057,977,0,2034,1,0,2,1,3,1,8,0,2,645,576,36,0,0,0,0,0,2,219500,Reg,Gtl,2Story,7,5,TA,TA,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,GdPrv,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,60
66,2004,2005,2007,3,76.0,9591,344.0,0,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,3,852,192,151,0,0,0,0,0,10,317000,Reg,Gtl,2Story,8,5,Gd,TA,Ex,TA,Av,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,RFn,NA,BrkFace,SBrkr,60
67,1970,1989,2010,40,71.0,19900,287.0,912,0,1035,1947,2207,0,0,2207,1,0,2,0,3,1,7,1,2,576,301,0,0,0,0,0,0,7,180000,Reg,Gtl,1Story,7,5,TA,TA,Gd,TA,Gd,TA,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,PosA,Norm,1Fam,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Min1,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
68,2003,2003,2007,4,72.0,10665,167.0,1013,0,440,1453,1479,0,0,1479,1,0,2,0,3,1,7,0,2,558,144,29,0,0,0,0,0,6,226000,IR1,Gtl,1Story,7,5,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
69,1945,1950,2010,65,47.0,4608,0.0,0,0,747,747,747,0,0,747,0,0,1,0,2,1,4,0,1,220,0,0,0,0,0,0,0,6,80000,Reg,Gtl,1Story,4,6,TA,Gd,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Corner,OldTown,Artery,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,None,SBrkr,30
70,1953,1953,2006,53,81.0,15593,0.0,603,0,701,1304,1304,983,0,2287,0,0,2,0,3,1,7,1,2,667,0,21,114,0,0,0,0,7,225000,Reg,Gtl,1.5Fin,7,4,Gd,TA,TA,TA,No,TA,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,ClearCr,Norm,Norm,1Fam,Gable,CompShg,BrkFace,AsbShng,CBlock,GasW,Y,Typ,Y,WD,Normal,NA,BLQ,Unf,Attchd,Fin,NA,None,SBrkr,50
71,1973,1973,2007,34,95.0,13651,1115.0,1880,0,343,2223,2223,0,0,2223,1,0,2,0,3,1,8,2,2,516,300,0,0,0,0,0,0,2,244000,IR1,Gtl,1Story,7,6,TA,Gd,Gd,TA,Gd,Ex,TA,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,20
72,1982,2006,2007,20,69.0,7599,0.0,565,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,2,360,0,0,0,0,0,0,0,6,129500,Reg,Gtl,1Story,4,6,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Mitchel,Norm,Norm,1Fam,Gable,CompShg,HdBoard,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,20
73,1998,1998,2009,11,74.0,10141,40.0,0,0,832,832,885,833,0,1718,0,0,2,1,3,1,7,1,2,427,0,94,0,0,291,0,0,12,185000,IR1,Gtl,2Story,7,5,TA,TA,Gd,TA,No,Gd,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Fin,NA,BrkFace,SBrkr,60
74,1954,2003,2010,21,85.0,10200,104.0,320,362,404,1086,1086,0,0,1086,1,0,1,0,3,1,6,0,2,490,0,0,0,0,0,0,0,5,144900,Reg,Gtl,1Story,5,7,TA,TA,TA,TA,No,Gd,TA,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,BLQ,Attchd,Unf,NA,BrkFace,SBrkr,20
75,1915,1950,2010,95,60.0,5790,0.0,0,0,840,840,840,765,0,1605,0,0,2,0,3,2,8,0,1,379,0,0,202,0,0,0,0,5,107400,Reg,Gtl,2Story,3,6,Gd,Gd,Fa,TA,No,Gd,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,Gambrel,CompShg,VinylSd,VinylSd,CBlock,GasA,N,Typ,Y,WD,Normal,NA,Unf,Unf,Detchd,Unf,NA,None,SBrkr,50
76,1973,1973,2009,36,21.0,1596,0.0,462,0,0,462,526,462,0,988,1,0,1,0,2,1,5,0,1,297,120,101,0,0,0,0,0,11,91000,Reg,Gtl,SLvl,4,5,TA,TA,Gd,TA,Gd,TA,TA,NA,TA,TA,NA,GdWo,RM,Pave,Lvl,AllPub,Inside,MeadowV,Norm,Norm,Twnhs,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,BuiltIn,Unf,NA,None,SBrkr,180
77,1956,1956,2008,52,68.8,8475,0.0,228,0,724,952,952,0,0,952,0,0,1,0,2,1,4,0,1,283,0,0,0,0,0,0,0,4,135750,IR1,Gtl,1Story,4,7,TA,TA,TA,TA,No,Ex,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Detchd,Unf,NA,None,FuseA,20
78,1948,2001,2008,60,50.0,8635,0.0,336,41,295,672,1072,213,0,1285,1,0,1,0,2,1,6,0,1,240,0,0,0,0,0,0,0,1,127000,Reg,Gtl,1.5Fin,5,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,MnPrv,RM,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,Y,Min1,Y,WD,Normal,NA,BLQ,GLQ,Detchd,Unf,NA,None,SBrkr,50
79,1968,1968,2010,0,72.0,10778,0.0,0,0,1768,1768,1768,0,0,1768,0,0,2,0,4,2,8,0,0,0,0,0,0,0,0,0,0,4,136500,Reg,Gtl,1Story,4,5,TA,TA,TA,TA,No,TA,TA,NA,NA,NA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,Duplex,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,N,Typ,Y,WD,Normal,NA,Unf,Unf,NA,NA,NA,None,SBrkr,90
80,1910,1981,2009,43,60.0,10440,0.0,0,0,440,440,682,548,0,1230,0,0,1,1,2,1,5,0,2,440,74,0,128,0,0,0,0,5,110000,Reg,Gtl,2Story,5,6,TA,TA,TA,TA,No,Gd,TA,NA,TA,TA,NA,MnPrv,RM,Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,Y,Typ,Y,WD,Normal,Grvl,Unf,Unf,Detchd,Unf,NA,None,SBrkr,50
81,1968,1968,2009,41,100.0,13000,576.0,448,0,448,896,1182,960,0,2142,0,0,2,1,4,1,8,1,1,509,0,72,0,0,252,0,0,6,193500,Reg,Gtl,2Story,6,6,TA,Gd,Gd,TA,No,TA,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Rec,Unf,Attchd,Fin,NA,BrkFace,SBrkr,60
82,1998,1998,2006,8,32.0,4500,443.0,1201,0,36,1237,1337,0,0,1337,1,0,2,0,2,1,5,0,2,405,0,199,0,0,0,0,0,3,153500,Reg,Gtl,1Story,6,5,TA,Gd,Ex,Gd,No,Ex,TA,NA,TA,TA,NA,NA,RM,Pave,Lvl,AllPub,FR2,Mitchel,Norm,Norm,TwnhsE,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,Fin,NA,BrkFace,SBrkr,120
83,2007,2007,2008,1,78.0,10206,468.0,33,0,1530,1563,1563,0,0,1563,0,0,2,0,3,1,6,1,3,758,144,99,0,0,0,0,0,10,245000,Reg,Gtl,1Story,8,5,TA,TA,Gd,TA,No,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,Stone,SBrkr,20
84,1960,1960,2007,33,80.0,8892,66.0,0,0,1065,1065,1065,0,0,1065,0,0,1,1,3,1,6,0,2,461,74,0,0,0,0,0,0,7,126500,IR1,Gtl,1Story,5,5,TA,TA,TA,TA,No,Gd,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,Y,Typ,Y,COD,Normal,NA,Unf,Unf,Detchd,Unf,NA,BrkCmn,SBrkr,20
85,1995,1996,2009,14,72.2,8530,22.0,0,0,384,384,804,670,0,1474,0,0,2,1,3,1,7,1,2,400,120,72,0,0,0,0,700,5,168500,IR1,Gtl,SLvl,7,5,TA,TA,Gd,TA,No,Gd,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,Fin,Shed,BrkFace,SBrkr,80
86,1991,1992,2006,15,121.0,16059,284.0,0,0,1288,1288,1301,1116,0,2417,0,0,2,1,4,1,9,1,2,462,127,82,0,0,0,0,0,4,260000,Reg,Gtl,2Story,8,5,Gd,TA,Gd,TA,No,Ex,Gd,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,Attchd,Unf,NA,BrkFace,SBrkr,60
87,2005,2005,2009,4,122.0,11911,0.0,0,0,684,684,684,876,0,1560,0,0,2,1,3,1,6,1,2,400,100,38,0,0,0,0,0,3,174000,IR2,Gtl,2Story,6,5,Gd,TA,Gd,TA,Av,Ex,Gd,Gd,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,Unf,Unf,BuiltIn,Fin,NA,None,SBrkr,60
88,2009,2009,2009,0,40.0,3951,76.0,0,0,612,612,612,612,0,1224,0,0,2,1,2,1,4,0,2,528,0,234,0,0,0,0,0,6,164500,Reg,Gtl,2Story,6,5,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,FV,Pave,Lvl,AllPub,Corner,Somerst,Norm,Norm,TwnhsE,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,New,Partial,Pave,Unf,Unf,Detchd,RFn,NA,Stone,SBrkr,160
89,1915,1982,2009,0,105.0,8470,0.0,0,0,1013,1013,1013,0,513,1526,0,0,1,0,2,1,6,0,0,0,0,0,156,0,0,0,0,10,85000,IR1,Gtl,1.5Fin,3,2,Fa,Fa,TA,Fa,No,TA,Fa,NA,NA,NA,NA,MnPrv,C (all),Pave,Lvl,AllPub,Corner,IDOTRR,Feedr,Feedr,1Fam,Hip,CompShg,Plywood,Plywood,CBlock,GasA,N,Typ,N,ConLD,Abnorml,NA,Unf,Unf,NA,NA,NA,None,SBrkr,50
90,1994,1995,2007,0,60.0,8070,0.0,588,0,402,990,990,0,0,990,1,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,8,123600,Reg,Gtl,1Story,4,5,TA,TA,Gd,TA,No,Ex,TA,NA,NA,NA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,NA,NA,NA,None,SBrkr,20
91,1950,1950,2006,56,60.0,7200,0.0,0,0,0,0,1040,0,0,1040,0,0,1,0,2,1,4,0,2,420,0,29,0,0,0,0,0,7,109900,Reg,Gtl,1Story,4,5,TA,TA,NA,NA,NA,TA,TA,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,BrkFace,Wd Sdng,Slab,GasA,Y,Typ,Y,WD,Normal,NA,NA,NA,Detchd,Unf,NA,None,FuseA,20
92,1961,1961,2006,45,85.0,8500,203.0,600,0,635,1235,1235,0,0,1235,0,0,1,0,2,1,6,0,2,480,0,0,0,0,0,0,0,12,98600,Reg,Gtl,1Story,5,3,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,GdWo,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,Y,WD,Abnorml,NA,Rec,Unf,Attchd,Unf,NA,BrkCmn,SBrkr,20
93,1921,2006,2009,88,80.0,13360,0.0,713,0,163,876,964,0,0,964,1,0,1,0,2,1,5,0,2,432,0,0,44,0,0,0,0,8,163500,IR1,Gtl,1Story,5,7,TA,Gd,Gd,TA,No,Ex,TA,NA,TA,TA,NA,NA,RL,Pave,HLS,AllPub,Inside,Crawfor,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,Y,Typ,Y,WD,Normal,Grvl,ALQ,Unf,Detchd,Unf,NA,None,SBrkr,30
94,1910,1998,2007,107,60.0,7200,0.0,1046,0,168,1214,1260,1031,0,2291,0,1,2,0,4,2,9,1,2,506,0,0,0,0,99,0,0,11,133900,Reg,Gtl,2.5Unf,6,6,TA,TA,TA,Fa,Mn,Ex,TA,Gd,TA,TA,NA,NA,C (all),Pave,Lvl,AllPub,Corner,OldTown,Norm,Norm,2fmCon,Hip,CompShg,MetalSd,MetalSd,BrkTil,GasW,N,Typ,Y,WD,Normal,NA,Rec,Unf,Detchd,Unf,NA,None,SBrkr,190
95,1997,1997,2007,10,69.0,9337,0.0,648,0,176,824,905,881,0,1786,1,0,2,1,3,1,7,0,2,684,0,162,0,0,0,0,0,5,204750,IR1,Gtl,2Story,6,5,TA,Gd,Gd,TA,No,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,GLQ,Unf,Attchd,RFn,NA,None,SBrkr,60
96,1993,1993,2009,16,69.4,9765,68.0,310,0,370,680,680,790,0,1470,0,0,2,1,3,1,6,1,2,420,232,63,0,0,0,0,480,4,185000,IR2,Gtl,2Story,6,8,Ex,Gd,Gd,Gd,No,Gd,TA,TA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,BuiltIn,Fin,Shed,BrkFace,SBrkr,60
97,1999,1999,2006,7,78.0,10264,183.0,1162,0,426,1588,1588,0,0,1588,0,0,2,0,3,1,6,0,2,472,158,29,0,0,0,0,0,8,214000,IR1,Gtl,1Story,7,5,Gd,TA,Gd,TA,Av,Ex,Gd,NA,TA,TA,NA,NA,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,Attchd,RFn,NA,BrkFace,SBrkr,20
98,1965,1965,2007,42,73.0,10921,48.0,520,0,440,960,960,0,0,960,1,0,1,0,3,1,6,0,1,432,120,0,0,0,0,0,0,5,94750,Reg,Gtl,1Story,4,5,TA,TA,TA,TA,No,TA,TA,NA,TA,TA,NA,NA,RL,Pave,HLS,AllPub,Inside,Edwards,Norm,Norm,1Fam,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,Y,Typ,P,WD,Normal,NA,Rec,Unf,Attchd,Fin,NA,BrkFace,FuseF,20
99,1920,1950,2010,90,85.0,10625,0.0,108,0,350,458,835,0,0,835,0,0,1,0,2,1,5,0,1,366,0,0,77,0,0,0,400,5,83000,Reg,Gtl,1Story,5,5,TA,TA,TA,TA,No,Fa,TA,NA,Fa,TA,NA,NA,RL,Pave,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,N,Typ,Y,COD,Abnorml,NA,ALQ,Unf,Basment,Unf,Shed,None,SBrkr,30
100,1959,1959,2010,0,77.0,9320,0.0,569,0,381,950,1225,0,0,1225,1,0,1,1,3,1,6,0,0,0,352,0,0,0,0,0,400,1,128950,IR1,Gtl,1Story,4,5,TA,TA,TA,TA,No,Fa,TA,NA,NA,NA,NA,NA,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,Gable,CompShg,Plywood,Plywood,CBlock,GasA,Y,Typ,Y,WD,Normal,NA,ALQ,Unf,NA,NA,Shed,None,SBrkr,20
